ufid,size,%_treated,%_censored,%_effect_size,effect_size,link_type,snr,tx_importance,deg(y),deg(z),deg(c),n_conf(y),n_conf(yz),n_conf(z),n_conf(c),n_conf(cy),n_conf(cz),n_conf(cyz),dgp,instance,random_seed
b956d70921ed42a293e671aa533f7c6d,2500,27.1692125058,0,-12.454663656300001,0.0815188460913,log,0.9231112309720001,0.455119613313,10,17,-1,3,6,11,0,0,0,0,31,3,974158
cc9c3178b75543839e14c7640d992bdc,2500,23.946843906199998,0,16.885084261099998,0.18110422852299998,exp,1.0,0.455119613313,10,17,-1,3,6,11,0,0,0,0,31,6,503438
c7da560014934f57979d074c5eda77ad,2500,12.0975757424,0,-17.230259806099998,-0.134667317642,exp,0.987147832631,0.455119613313,10,17,-1,3,6,11,0,0,0,0,31,9,658351
ae83a02f4bd24df6a7f2ac2a6b388d42,2500,46.1305974986,0,0.019996784627,0.877436675133,poly,0.825490542598,,1,1,-1,17,4,29,0,0,0,0,32,0,656763
b3dbfac06849491ea0c77d5cff64ef82,2500,57.2021066059,0,0.302395462324,0.422505231853,poly,0.825301375271,,1,3,-1,17,4,29,0,0,0,0,32,1,326155
266d016da89a42d7943a18483d8fab62,2500,53.4133850484,0,2.6840170231,-7.64550016245,poly,0.842780673045,,2,3,-1,17,4,29,0,0,0,0,32,2,272299
f91454aab0e94c7c84b62ae0c5da53b0,2500,53.3820496866,0,-5.1931871778800005,-1.03200286871,poly,0.843312841696,,2,3,-1,17,4,29,0,0,0,0,32,5,426859
cba26ebe52574bea9f2a10bad0105c81,2500,66.9598488181,0,-0.0078481081652,-1.93824598787,poly,0.855418249372,,1,3,-1,17,4,29,0,0,0,0,32,7,180928
c5a28a06b8174babbae9879509529543,2500,44.2692890483,0,2.2550161392700003,2.62862649588,poly,0.861124324957,,1,3,-1,17,4,29,0,0,0,0,32,8,618284
2beed059924749abb9e8f86759d0c3ef,2500,62.6224546179,0,0.044224778898400006,0.005883225376149999,poly,0.862055484253,0.402429604382,2,1,-1,9,3,38,0,0,0,0,33,0,846227
c8684a78627f4a468da9751362a9badc,2500,38.8037380347,0,-0.13361864705,0.129750170239,poly,0.8381361543970001,0.402429604382,3,2,-1,9,3,38,0,0,0,0,33,2,969966
f834653d2f894f51b62ac1580c04a630,2500,63.8182733634,0,-3.6450098702699996,1.00469080185,poly,0.869934291329,0.402429604382,2,3,-1,9,3,38,0,0,0,0,33,3,773083
c8fc7ad1d44844c5a201d293f03d8deb,2500,51.253736134200004,0,1.2477839293100002,0.158213893315,poly,0.829216272841,0.402429604382,2,1,-1,9,3,38,0,0,0,0,33,4,334464
36fede3308f84ee5a6a980da1c234b25,2500,66.1041524105,0,2.6665744018,-0.540949702373,poly,0.869403221695,0.402429604382,1,2,-1,9,3,38,0,0,0,0,33,5,905143
3bec4f9a1e0d4c65b40613f584243795,2500,42.1616603623,0,1.31707094604,0.0241500091735,log,0.83868745873,,35,33,-1,17,17,16,0,0,0,0,34,2,404591
35e4cd0bf3664f27a11c3b15e19231b6,2500,54.8860469316,0,0.934741076488,0.0222236667773,log,0.826524690398,,35,33,-1,17,17,16,0,0,0,0,34,6,306609
32f4867970e94a21b360d03b4a253bc4,2500,58.76789790350001,0,1.5052759315200002,0.0316194443793,log,0.879131159905,,35,33,-1,17,17,16,0,0,0,0,34,8,991505
b0f2925b67604737a8d454f449aa2179,2500,49.7725645624,0,-30.951016537199997,0.8011722981899999,log,0.863010419849,0.265872585675,44,49,-1,1,42,7,0,0,0,0,35,1,813920
439d0d2a2f5b453889ccf388049d1e62,2500,44.882356160600004,0,0.434850624504,0.007170793580659999,log,0.8569137826659999,0.265872585675,44,49,-1,1,42,7,0,0,0,0,35,2,83918
450bd6e85e2947519ac676b3bf740559,2500,77.1814996177,0,0.999986055239,-0.0181586084075,log,0.8409724876450001,0.265872585675,44,49,-1,1,42,7,0,0,0,0,35,4,183527
b4d011f8b58c469b9c5ca2aad5ead6ae,2500,53.431978181999995,0,0.572126088009,0.009146646045459998,log,0.872601329341,0.265872585675,44,49,-1,1,42,7,0,0,0,0,35,7,434682
bfd68cd746c34551a100c646584fc1a1,2500,34.9105227365,0,-14.492945446300002,3.0705354904,poly,0.9487769725390001,,1,3,-1,5,29,16,0,0,0,0,36,1,470834
0c31273d5b8641d48899159ebc4a4f0c,2500,50.145344901499996,0,-0.007480327936770001,0.276342704483,poly,0.962918892984,,1,3,-1,5,29,16,0,0,0,0,36,2,224599
08e68f854ecc4675a3739a7fcc363197,2500,55.777765365600004,0,1.4664507652,9.278116528060002,poly,0.953704471254,,2,3,-1,5,29,16,0,0,0,0,36,3,52843
38d54141c9e34d6f82c70b439d5d925f,2500,63.7956318707,0,-0.021936011017800003,-2.2357081756099997,poly,0.9815684955130001,,2,3,-1,5,29,16,0,0,0,0,36,4,291834
b27149fa96174b7ab2716888b11522ad,2500,60.3735790002,0,0.178235860009,4.00646822506,poly,0.9778392445499999,,1,2,-1,5,29,16,0,0,0,0,36,5,492558
8e377ec326604f8fb42a6b9e9bf38eeb,2500,55.1179653324,0,-21.8824554879,-0.097104186033,log,0.9640123222299999,,30,44,-1,6,23,21,0,0,0,0,38,3,471685
ae1a659b834045a4a40dddac74b2ff81,2500,50.355017033,0,-0.13817291189300002,-0.00583113820254,log,0.943048690452,,30,44,-1,6,23,21,0,0,0,0,38,4,833305
de220a7bd89c4cc189c8c06edaa549f9,2500,56.0332602677,0,0.466613171178,0.0109082642381,log,0.947481785933,,30,44,-1,6,23,21,0,0,0,0,38,8,313627
4c3372b1ec97405c9af8395bafefcbf4,2500,59.067721710600004,0,19.307930285999998,0.10643938105900001,log,0.944845472258,,30,44,-1,6,23,21,0,0,0,0,38,9,673069
5a505998cd684232bef2412c50e0cb83,2500,61.3627203708,0,16.3849926495,-0.6318781383340001,log,1.0,0.29120667621999996,32,39,-1,11,20,19,0,0,0,0,39,3,929627
4f527ad86fa04859bf7d68809dd585ad,2500,75.5673022307,0,10.0137300415,-0.20221770820300003,log,0.992661876732,0.29120667621999996,32,39,-1,11,20,19,0,0,0,0,39,6,810770
8bcaaae586b540efb35d446b27f5994a,2500,41.173466406100005,0,2.8702948018199996,0.0309739735445,exp,0.952405153236,0.29120667621999996,32,39,-1,11,20,19,0,0,0,0,39,8,477501
7ae1a27595d845c0975b7214715a42a8,2500,64.0603398346,0,-5.12348091679,0.125285859171,log,0.9828218764390001,0.29120667621999996,32,39,-1,11,20,19,0,0,0,0,39,9,118578
8e9c94f2415f4dca84377f715698f8b9,2500,10.9742472331,0,0.08740667432219999,-1.8191186539700002,poly,0.8819167583059999,,2,1,-1,11,11,28,0,0,0,0,40,2,402354
d229c31b1677405282ac561bbb59c477,2500,24.0045334463,0,-0.0108733102011,7.428551533669999,poly,0.824455703364,,3,2,-1,11,11,28,0,0,0,0,40,5,327991
38e0be6a7f574ab791f9217c939604bc,2500,22.3499342125,0,-0.0198840782835,1.39238300444,poly,0.859580802183,,3,3,-1,11,11,28,0,0,0,0,40,7,959964
0a3c6be8a7fe46de886e56305794f57d,2500,23.334190831599997,0,-0.213530860856,-5.3922780366100005,poly,0.809379619799,,1,1,-1,11,11,28,0,0,0,0,40,9,690489
b8e1ce7281674936a6c82945af9e80df,2500,29.3970015053,0,10.6825449391,-0.9029098525299999,poly,0.823070142308,0.272958420409,2,2,-1,26,13,11,0,0,0,0,41,0,99991
84bae850d900417bbba04267bf0fd81d,2500,32.694095824899996,0,0.28785265942,-0.07760390429030001,poly,0.8657237819570001,0.272958420409,3,2,-1,26,13,11,0,0,0,0,41,1,760139
668bfb6de2d0484fad3d75487d0b9b3a,2500,11.6143521289,0,-0.670213492774,0.297516728886,poly,0.8264265268359999,0.272958420409,2,2,-1,26,13,11,0,0,0,0,41,2,652654
da1ab3682ec146fd820fcb030f8bd800,2500,15.8547190971,0,0.0273278064243,-0.7062101688339999,poly,0.857988356812,0.272958420409,2,1,-1,26,13,11,0,0,0,0,41,3,781071
ab0497833c314a82a5741b52356be1ac,2500,38.1357313466,0,-0.9103949843610001,-0.409617232308,poly,0.8359625871780001,0.272958420409,2,3,-1,26,13,11,0,0,0,0,41,4,181213
43745b2bee064e2683d18e8c65f212f0,2500,33.5066496733,0,12.967669698499998,-0.65326181736,poly,0.863677543476,0.272958420409,3,3,-1,26,13,11,0,0,0,0,41,5,336002
03c2267152e848d8898789adeab04a60,2500,20.7499757269,0,-3.4213526406299994,-0.8157220030869999,poly,0.832970573007,0.272958420409,1,1,-1,26,13,11,0,0,0,0,41,8,134295
5d7dfc56a55246be91730fff76239bc3,2500,25.6068033975,0,-4.09836249859,-0.040709809235,log,0.8715728540440001,,38,46,-1,4,33,13,0,0,0,0,42,0,121817
c40e39a85ef5473d80d4795335404b42,2500,22.5977578882,0,3.58683398694,0.03694542542319999,exp,0.860493908123,0.314657980444,25,49,-1,1,23,26,0,0,0,0,43,0,594874
13d835120baa4e25b28b30aa99f79767,2500,28.9823997919,0,-18.2254692622,0.0959539940415,log,0.855495991021,0.314657980444,25,49,-1,1,23,26,0,0,0,0,43,2,422449
e9e622ffebe74c39a884602161ef2721,2500,5.40345255503,0,0.441103148538,-0.00584916984928,log,0.862955717314,0.314657980444,25,49,-1,1,23,26,0,0,0,0,43,3,537202
fba5450fb25444478b36893b65047c5a,2500,24.6368757962,0,0.008871747877530001,-0.710861240551,poly,0.9502276218369999,,1,2,-1,12,30,8,0,0,0,0,44,2,44104
263320791c89446794d3ccdd267f9f5d,2500,22.458019584400002,0,-1.8715919322799999,-1.61866781155,poly,0.975776558977,,1,2,-1,12,30,8,0,0,0,0,44,3,287162
528b9374309844f48625b2496c412bb2,2500,23.2190908294,0,0.32147681919599996,6.070690663200001,poly,0.946111159712,,1,3,-1,12,30,8,0,0,0,0,44,5,702041
8bfa49d3fefb4beea59830b3db01a9de,2500,4.96423172448,0,0.007702268888600001,1.11014175283,poly,0.9930773767739999,,1,1,-1,12,30,8,0,0,0,0,44,8,565334
8bee1b4892c44ba89eacf52445ad4b56,2500,26.026267810900002,0,0.057244142855400006,1.82335337367,poly,0.953096323448,0.328458738753,2,1,-1,0,21,29,0,0,0,0,45,0,236185
97c857cb39974ec0a35250fda60ddb8b,2500,17.6923644807,0,-10.9484471208,-1.63549014412,poly,0.969113818986,0.328458738753,3,3,-1,0,21,29,0,0,0,0,45,5,731709
8679bae505eb466ba09be2124d4581b5,2500,36.0602668414,0,-4.09035471483,-0.6098298978050001,poly,0.951570321691,0.328458738753,2,2,-1,0,21,29,0,0,0,0,45,6,367359
4d0e94ef46fb41b4b87610f24e5ae3ba,2500,14.354051178699999,0,-11.4195025918,-0.6558925690349999,poly,0.9429013926809999,0.328458738753,2,1,-1,0,21,29,0,0,0,0,45,7,572540
3b50ca9b2e7445728f9c7175f90404a9,2500,17.0799116144,0,31.2883288767,-2.0091815258200003,poly,0.9656648293160001,0.328458738753,1,2,-1,0,21,29,0,0,0,0,45,9,572205
4934472a6d2d4c0d8362aaa05f9a26e9,2500,15.5816959266,0,-1.9542950044299998,-0.021492228703099997,log,0.97749699266,,16,37,-1,13,2,35,0,0,0,0,46,7,29198
ef172935c38544de863631db50924521,2500,38.9026044142,0,0.52251829345,-0.0105264230376,log,0.949665490775,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,2,33972
3e8b388bc7e3455291720d6839a576b1,2500,30.628977498,0,-12.6386328548,0.160231505432,log,0.974370630888,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,4,463230
3e4eaebbff8c4fe89308d218c9675de7,2500,14.670344649,0,-1.3972672003,-0.014865401059399999,exp,0.9512403462200001,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,5,506821
2fdaf0da46df436ebc0d760cb958778a,2500,42.4762889939,0,-5.14052579613,-0.0551801432928,exp,0.9769697694439999,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,7,718621
19e5a8d41b7d4422b85032416612a939,2500,44.8184931371,0,-1.9782962611700001,-0.019872273924099997,exp,0.9506416972339999,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,8,508872
1d6f7215ea4c4815a2188c9c7bbfa6fc,2500,12.9577200153,0,2.2150654432900003,0.654380244874,exp,0.971521276569,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,9,343887
947b35d263614f5797c5db6d076b592b,2500,54.1105223706,0,0.226490068392,-3.84023249831,poly,0.8268742878190001,,1,3,-1,29,54,17,0,0,0,0,48,0,153293
81b78820cdb740ceb093bc05935921b6,2500,47.1641233908,0,-7.64226744209,-1.9362319782599997,poly,0.874607325837,0.238683152091,2,3,-1,46,20,34,0,0,0,0,49,1,648122
4182affb84574b8b852966f8d2bdb2e3,2500,51.3677298019,0,-0.0632384662434,-0.027085268845000003,poly,0.831573771258,0.238683152091,2,3,-1,46,20,34,0,0,0,0,49,3,462049
43b75dcfc0fc49beb95a111098ae11b1,2500,36.235382756599996,0,1.19391905234,-1.2654855036100001,poly,0.8621872757819999,0.238683152091,1,2,-1,46,20,34,0,0,0,0,49,4,30592
b04aa616e3de428f85276e6dc5ab2691,2500,44.0882339283,0,-8.33169668267,-0.230433587621,poly,0.8377995346989999,0.238683152091,2,2,-1,46,20,34,0,0,0,0,49,7,665180
e1c7519a4d694e518aa3ee98520e7ef8,2500,71.5437487048,0,1.32520446033,0.00834632681431,log,0.8207687479369999,,88,51,-1,49,38,13,0,0,0,0,50,6,932218
ec016e0ba41b4b0fb9e7a055af379b36,2500,58.9961209279,0,0.888554436391,-0.0137124718372,log,0.84004301788,0.2316161559,76,64,-1,36,39,25,0,0,0,0,51,0,478622
da02f62707f04792ab91b87f0985e5ab,2500,49.9337950197,0,-10.1179168067,0.011273872167200001,log,0.8202196618369999,0.2316161559,76,64,-1,36,39,25,0,0,0,0,51,2,775748
ebc26af765d7467e84545994b3ed50eb,2500,48.3646048779,0,-0.922672516873,0.31327405505100003,poly,0.932555000995,0.22569202144900002,3,2,-1,27,57,16,0,0,0,0,53,0,409271
f32c5dad43084c9f9323a715f4de783a,2500,47.081285676899995,0,-2.2395861101900003,2.0033778444799997,poly,0.9823020944609999,0.22569202144900002,1,3,-1,27,57,16,0,0,0,0,53,2,630289
63743db010d64167bdd6102d0b063e9e,2500,57.420835466099994,0,3.5290585720699994,-0.8676370826450001,poly,0.973860666263,0.22569202144900002,3,2,-1,27,57,16,0,0,0,0,53,4,599449
7e10368906e04086b42a1909b8a0b735,2500,42.7170148192,0,3.1222749690200002,10.9384590967,exp,0.966358388695,0.218593044391,98,55,-1,45,52,3,0,0,0,0,55,0,888464
3454da17648a44f6ac818e219f9587a7,2500,54.8795017575,0,1.7305894539200002,0.0102847485398,log,0.97089124884,0.218593044391,98,55,-1,45,52,3,0,0,0,0,55,1,548011
1ac37583c21d4fc4af08dcbda040831f,2500,62.4077652257,0,1.10644515045,0.011383273567999999,log,0.9227670583930001,0.218593044391,98,55,-1,45,52,3,0,0,0,0,55,3,817586
e3bcfa9031ae48728903b2bdddbd74d8,2500,64.4508042062,0,-3.2942401920599997,0.0242269035501,log,0.969978377708,0.218593044391,98,55,-1,45,52,3,0,0,0,0,55,5,255515
4d842d17a7db4c70928b45a86c3f533e,2500,4.99415227087,0,0.341536715153,7.428990396560001,poly,0.8813949609430001,,2,1,-1,15,3,82,0,0,0,0,56,1,150654
14a15355a540402c9f857d381aadeb14,2500,12.1154345327,0,-0.0664893097132,-3.5591024971300005,poly,0.837028708724,,2,3,-1,15,3,82,0,0,0,0,56,4,201916
0417fde7fb5c49fd83d6d3fdea790bfb,2500,27.9789152448,0,0.009836687956020001,-0.6141132707270001,poly,0.8254416512180001,,2,1,-1,15,3,82,0,0,0,0,56,5,272149
9fd94b52b08b489aa43f167f34f99436,2500,9.769842747510001,0,8.48969084685,-2.37057765754,poly,0.863904936639,0.33962327189499997,3,1,-1,17,2,81,0,0,0,0,57,0,645456
2207fc787b0f4b8c9c54ddf4c4565068,2500,23.6190481904,0,-23.708881981599998,0.705211000343,poly,0.848038353984,0.33962327189499997,2,2,-1,17,2,81,0,0,0,0,57,1,614441
79be4371263c47feb24276af2925abec,2500,7.21512398124,0,10.087580922799999,1.4886550305200001,poly,0.8569207886650001,0.33962327189499997,2,1,-1,17,2,81,0,0,0,0,57,2,779479
3329dcc81e1a4aad8aba299fd372c502,2500,18.234895398699997,0,5.3039256059,1.32213180889,poly,0.845709500253,0.33962327189499997,3,1,-1,17,2,81,0,0,0,0,57,5,927034
1f3614d0da6d4e78b133b33ac3a7948a,2500,22.568745656,0,-0.669679304367,2.43947216753,poly,0.8150369842630001,0.33962327189499997,1,1,-1,17,2,81,0,0,0,0,57,6,888821
cf268908bcf94a94b9f6921751901880,2500,30.422806024899998,0,0.9487847517460001,-0.0328775987947,poly,0.8466274363590001,0.33962327189499997,3,2,-1,17,2,81,0,0,0,0,57,7,902641
883f77a2a91d4a14ac58a4b19d8355a9,2500,23.064211857800004,0,-13.7513916607,-1.66126455694,poly,0.834416909686,0.33962327189499997,1,2,-1,17,2,81,0,0,0,0,57,9,172028
1473965905454e73b611b3abe56ba697,2500,19.9863317047,0,-0.530149236334,-0.013722819971100001,log,0.88270948596,,53,72,-1,28,24,48,0,0,0,0,58,1,942380
6ef9a28cfeb24631a02d5be49386479f,2500,30.228612080999998,0,-28.9881366032,0.7814893756319999,log,0.8619429232220001,0.261189256564,47,78,-1,22,24,54,0,0,0,0,59,4,904042
ccaa02b20b5246ef9c8725b611725f51,2500,13.244147601500002,0,13.648674991300002,-0.334070520192,log,0.827869659597,0.261189256564,47,78,-1,22,24,54,0,0,0,0,59,5,329225
7288b62ab8304671a863a4d50a22e73d,2500,31.1500827337,0,-35.5398445274,0.799323488785,log,0.8428422780410001,0.261189256564,47,78,-1,22,24,54,0,0,0,0,59,6,440292
8c29acffb32c4effb52ecc0a5fb8b516,2500,41.0355361234,0,-0.772525785982,-0.00731370985414,exp,0.8524229458220001,0.261189256564,47,78,-1,22,24,54,0,0,0,0,59,8,134146
3e067bad00d247f58267eba76a7f04ba,2500,15.6149281787,0,-1.02203678409,2.60536957556,poly,0.9738029849680001,,1,1,-1,54,30,16,0,0,0,0,60,0,247956
fffe602474134223a2124780f1c48f9f,2500,15.295431118800002,0,1.0518289360100002,0.18579336514699998,poly,0.969580899508,0.21908933281399998,1,2,-1,75,21,4,0,0,0,0,61,1,988370
62a2c45bdf664b5aa24b2519d3b09af8,2500,25.504293811300002,0,-0.0166719325544,-0.5008950378679999,poly,0.94451010296,0.21908933281399998,2,2,-1,75,21,4,0,0,0,0,61,3,352464
6bc048ac672d41bfafba74f4ce2196ba,2500,18.2004080285,0,-10.381212008,-0.996620884068,poly,0.958655972085,0.21908933281399998,1,2,-1,75,21,4,0,0,0,0,61,8,749875
b130dbe50d5246ab8ce77f8708a4f724,2500,18.4826838331,0,4.7717371361800005,1.63219926019,poly,0.9649106970029999,0.21908933281399998,1,1,-1,75,21,4,0,0,0,0,61,9,784280
f6e0b25fa19a4cf3bc850dcd33448458,2500,12.1250684396,0,3.12745942459,0.00709491671269,exp,0.964063335881,0.22334705684099998,89,73,-1,27,61,12,0,0,0,0,63,1,430874
bc176f349aa24d2cbc083b7d9299e3eb,5000,55.2191641979,0,5.6768493779,-8.02049411608,poly,0.844697698597,,2,3,-1,2,8,0,0,0,0,0,0,2,665192
8e0e0670be8f4d1eacd67ee28fc816be,5000,57.3678824095,0,15.2684394819,0.535027737705,poly,0.8528533742209999,,1,3,-1,2,8,0,0,0,0,0,0,4,307553
e742ce7ccf9741ce9aa1fe6ec5ee5120,5000,51.5964730424,0,-2.08297806447,-6.50731781658,poly,0.8762805108499999,,2,1,-1,2,8,0,0,0,0,0,0,5,33209
3894a44262d04fcc8d80329da9c2cb8a,5000,56.3596883239,0,2.82349813615,-0.614336341114,poly,0.816282500128,0.480898346963,3,3,-1,5,3,2,0,0,0,0,1,0,352230
e1fe6afd27e745d290a54fe253cce737,5000,45.39452643479999,0,-2.45159873024,-0.19225909381200001,poly,0.853994762415,0.480898346963,1,2,-1,5,3,2,0,0,0,0,1,2,162312
af0abeb46d2947e5b1d76976a9979074,5000,61.3829308688,0,-8.29163375372,-1.3403812927,poly,0.855998878965,0.480898346963,3,2,-1,5,3,2,0,0,0,0,1,6,801917
58cf94cff1f04683bed5592f5e347279,5000,58.141535465100006,0,-18.5489444233,-4.3316307396900005,poly,0.833654420486,0.480898346963,2,1,-1,5,3,2,0,0,0,0,1,9,595190
b0182e127eca454ea2ec4b582fd5eaf4,5000,60.42344663,0,25.870301297199997,0.252656370538,exp,0.853149699191,,9,7,-1,3,5,2,0,0,0,0,2,0,343806
bf030437b3934cc0a2d52a298f33964d,5000,60.648810955,0,77.83605527649999,-0.39359797937799995,log,0.8408591118909999,,9,7,-1,3,5,2,0,0,0,0,2,4,137110
3333771701264a0bbcfeabf443bf3f3a,5000,45.880946004399995,0,-25.888928549,-1.42081837405,exp,0.878457496352,,9,7,-1,3,5,2,0,0,0,0,2,6,624234
3db6d8e7b89d47a29ead2c00d62baa00,5000,56.707208900699996,0,4.01195015336,2.30225994161,exp,0.7946317942990001,,9,7,-1,3,5,2,0,0,0,0,2,7,671404
cb769456aeea4ec59b0edc0a32dfebcc,5000,31.9157554448,0,3.3528379360000002,0.056951484879,log,0.852590983077,,9,7,-1,3,5,2,0,0,0,0,2,9,474373
7ba121a5edf84dff8822023dab88a8a2,5000,55.5642911503,0,29.799778127600003,-0.265898672796,log,0.8688919329629999,0.5581106265510001,7,7,-1,3,3,4,0,0,0,0,3,0,665668
1825c912468e4e9a99dd494dfbe462b4,5000,43.851212322100004,0,-5.302196541,-0.043786733118,exp,0.8844873470819999,0.5581106265510001,7,7,-1,3,3,4,0,0,0,0,3,1,693964
4c0195d2f11146ed830b8fe174cc586d,5000,52.0670925204,0,-51.5883792296,-2.74354081931,exp,0.839490403586,0.5581106265510001,7,7,-1,3,3,4,0,0,0,0,3,2,199660
8e172b5575d04dbaa781d2f8f58055e2,5000,68.7548507313,0,-9.80718924375,-0.0745943010295,exp,0.86135769881,0.5581106265510001,7,7,-1,3,3,4,0,0,0,0,3,4,279086
a2ad3451f4e2420b8340e452d312dc95,5000,51.4601746413,0,-3.4813165951099996,0.0543399041333,log,0.798382205742,0.5581106265510001,7,7,-1,3,3,4,0,0,0,0,3,8,287374
2612bcd65dcf46a6a72880d92f4748eb,5000,68.7325181011,0,0.0162208552932,-4.7503987567,poly,0.960840589395,,3,1,-1,4,2,4,0,0,0,0,4,3,165627
69b70b31e8eb4aabab95c025a016c29b,5000,70.2744725049,0,0.00954480488308,-8.23648081724,poly,0.93678151161,,3,3,-1,4,2,4,0,0,0,0,4,4,67327
73facbd01801405096b7c526632f009d,5000,25.9059450187,0,0.0441535966701,-8.52685358046,poly,0.9797584939749999,,3,1,-1,4,2,4,0,0,0,0,4,7,976804
3f682981d1be4490ad23af7549d19ff6,5000,61.4839625862,0,25.0794826695,0.5247794184000001,poly,0.9719492514329999,0.62133493456,3,1,-1,4,1,5,0,0,0,0,5,1,526905
c0cff6f32f5e4709a1e65f02e16b2e9f,5000,64.6407533479,0,-70.1044337561,2.33477681663,poly,0.956133184176,0.62133493456,1,3,-1,4,1,5,0,0,0,0,5,2,404161
90d5afe6fa3648bebea93cadd7e6da7d,5000,53.2098456429,0,-1.24249558024,0.665467832745,poly,0.941247812063,0.62133493456,3,1,-1,4,1,5,0,0,0,0,5,3,934650
ef558b67fdfe41a1bf72452b77f45d16,5000,57.3408032932,0,-11.002172795999998,0.866592490801,poly,0.973087902881,0.62133493456,1,1,-1,4,1,5,0,0,0,0,5,5,509052
2a9b9bcedbfb40b4aa2540e58e2488dc,5000,58.6673998014,0,11.4178304489,1.7177491876,poly,0.959394772945,0.62133493456,3,1,-1,4,1,5,0,0,0,0,5,7,949779
ba652c91d91648eeb72452cbfff2b6cc,5000,72.8859935114,0,17.6523911697,1.3288597417499999,poly,0.9797781900929999,0.62133493456,2,1,-1,4,1,5,0,0,0,0,5,8,507033
6d2772dceac6441580b57c6501170f9d,5000,59.711987890900005,0,15.849574311800001,2.9251801990400006,poly,0.967868634386,0.62133493456,3,1,-1,4,1,5,0,0,0,0,5,9,982397
5d70607b3f374865baa5562c0f29facd,5000,62.1962943022,0,-18.0663864148,-0.39270639753799996,exp,0.9481061673819999,,4,8,-1,2,1,7,0,0,0,0,6,3,314354
cceb6465733d4bcfadb0053d93c72653,5000,64.2403516399,0,45.7406165313,-0.0696809346329,log,0.916928910932,,4,8,-1,2,1,7,0,0,0,0,6,5,811598
0a82551dadea4e9fa3028cddd3259023,5000,64.1584016252,0,-73.8415095808,-0.299288067812,log,0.966852101838,,4,8,-1,2,1,7,0,0,0,0,6,6,354773
cacb6ea37dd244408fde17147d474458,5000,66.11135736930001,0,-559.220123174,0.165968630766,log,0.955154621929,,4,8,-1,2,1,7,0,0,0,0,6,7,140007
7c1ec6f77cf04888ad8d381be7790b6e,5000,59.3996341066,0,-3.82330464803,-0.08137111071280001,log,0.933777835649,,4,8,-1,2,1,7,0,0,0,0,6,8,306282
8a620ada08b94e9298b501d9335d0de7,5000,11.899959369300001,0,-1.6078682106400002,1.9385848993900001,poly,0.8708901049500001,,1,1,-1,2,7,1,0,0,0,0,8,0,556009
09a6cb94a1114a03a4568dec098d37f7,5000,28.922077457199997,0,-0.10195271590399999,-4.8003818248400005,poly,0.834090061358,,2,2,-1,2,7,1,0,0,0,0,8,1,592112
3117964a183040b5a3d8faac94abb750,5000,23.6992225594,0,195.62793547099997,-2.9311093524799996,poly,0.850494166489,,1,3,-1,2,7,1,0,0,0,0,8,4,570050
99d6601461b84926b7482c253c652881,5000,16.2135076346,0,1.64627522372,-4.5052849835,poly,0.827748802577,,2,3,-1,2,7,1,0,0,0,0,8,5,44639
7237e7a624664414afe159630bf02c2e,5000,23.324348894899998,0,1.49387821347,2.5628753423900004,poly,0.859577377289,,2,2,-1,2,7,1,0,0,0,0,8,6,411479
1d1f1d157b814a5a9ddda8cca2d7073e,5000,11.4000483647,0,-0.56313949462,8.746851616619999,poly,0.825277258484,,3,1,-1,2,7,1,0,0,0,0,8,8,860017
2550a226b940462dbb414b115f5ae8f3,5000,7.0543720178100005,0,-2.72303647322,-0.450344288882,poly,0.895734682186,0.51389834237,3,2,-1,7,0,3,0,0,0,0,9,0,267061
e8635ae8d5f249bd88e1d972317b3c8d,5000,16.0173013868,0,0.8106664178569999,0.105787816242,poly,0.855277470709,0.51389834237,1,2,-1,7,0,3,0,0,0,0,9,1,239629
48c80d52d6dd495d8725bf9c9fd01041,5000,3.3209429764599996,0,-52.3150231226,-2.86309877458,poly,0.863171284215,0.51389834237,1,2,-1,7,0,3,0,0,0,0,9,2,414388
e9aaf6dffbae4d6c818636ca2c7216dd,5000,24.183435446300003,0,41.886455266,-2.9556092366500004,poly,0.825888583684,0.51389834237,2,2,-1,7,0,3,0,0,0,0,9,3,74968
dc5585ea467b4d03bad288132d58454b,5000,31.4955141397,0,56.18263704899999,-2.03705739393,poly,0.856288269091,0.51389834237,2,3,-1,7,0,3,0,0,0,0,9,4,631056
1760b829963f45679cbed4a957c439be,5000,14.7614196561,0,-12.357011359100001,-0.0915007535208,poly,0.8609744661759999,0.51389834237,1,3,-1,7,0,3,0,0,0,0,9,5,670478
84bdfece754f4a3583495a5a1a9c2398,5000,18.262675699000003,0,-58.2600434899,0.42247086050300003,log,0.8436419742649999,,2,9,-1,1,0,9,0,0,0,0,10,0,34
9508b246c3264e5dafd26c3dcf34d3bb,5000,29.835736827199998,0,-102.470508221,0.636931460293,log,0.8569685658399999,,2,9,-1,1,0,9,0,0,0,0,10,2,947812
cae79d12a23c4df49139d9c5d6b81988,5000,20.6240893698,0,-170.65378359,-6.54616571722,exp,0.858351312641,,2,9,-1,1,0,9,0,0,0,0,10,3,538551
